year,industry1,industry2,industry3,occupation1,job_vacancy
2012,services,wholesale and retail trade,wholesale trade,total,3100
2012,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",1400
2012,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",1000
2012,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",600
2012,services,wholesale and retail trade,retail trade,total,2800
2012,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",200
2012,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",2500
2012,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",200
2012,services,transportation and storage,land transport and supporting services,total,900
2012,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100
2012,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",200
2012,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",700
2012,services,transportation and storage,water transport and supporting services,total,400
2012,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",200
2012,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",100
2012,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",200
2012,services,transportation and storage,air transport and supporting services,total,1100
2012,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",300
2012,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",600
2012,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",200
2012,services,transportation and storage,other transport and storage services,total,900
2012,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",200
2012,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",200
2012,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",500
2012,services,accommodation and food services,accommodation,total,1100
2012,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",200
2012,services,accommodation and food services,accommodation,"clerical, sales and services workers",500
2012,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",400
2012,services,accommodation and food services,food and beverage services,total,3800
2012,services,accommodation and food services,food and beverage services,"professional, managers, executive and technicians",200
2012,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",2900
2012,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",700
2012,services,information and communications,"telecommunications, broadcasting and publishing",total,600
2012,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",400
2012,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",200
2012,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2012,services,information and communications,it and other information services,total,900
2012,services,information and communications,it and other information services,"professional, managers, executive and technicians",900
2012,services,information and communications,it and other information services,"clerical, sales and services workers",-
2012,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2012,services,financial and insurance services,financial services,total,2100
2012,services,financial and insurance services,financial services,"professional, managers, executive and technicians",1700
2012,services,financial and insurance services,financial services,"clerical, sales and services workers",300
2012,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2012,services,financial and insurance services,insurance services,total,400
2012,services,financial and insurance services,insurance services,"professional, managers, executive and technicians",300
2012,services,financial and insurance services,insurance services,"clerical, sales and services workers",100
2012,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2012,services,real estate services,real estate services,total,1800
2012,services,real estate services,real estate services,"professional, managers, executive and technicians",400
2012,services,real estate services,real estate services,"clerical, sales and services workers",300
2012,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",1000
2012,services,professional services,"legal, accounting and management services",total,1100
2012,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",700
2012,services,professional services,"legal, accounting and management services","clerical, sales and services workers",400
2012,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",-
2012,services,professional services,architectural and engineering services,total,800
2012,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",500
2012,services,professional services,architectural and engineering services,"clerical, sales and services workers",100
2012,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",200
2012,services,professional services,other professional services,total,700
2012,services,professional services,other professional services,"professional, managers, executive and technicians",600
2012,services,professional services,other professional services,"clerical, sales and services workers",100
2012,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2012,services,administrative and support services,security and investigation,total,1500
2012,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",-
2012,services,administrative and support services,security and investigation,"clerical, sales and services workers",1400
2012,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",100
2012,services,administrative and support services,cleaning and landscaping,total,1200
2012,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",-
2012,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",100
2012,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1100
2012,services,administrative and support services,other adminstrative and support services,total,1000
2012,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",400
2012,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",300
2012,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",300
2012,services,"community, social and personal services",public administration and education,total,6300
2012,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",5600
2012,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",700
2012,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",100
2012,services,"community, social and personal services",health and social services,total,2500
2012,services,"community, social and personal services",health and social services,"professional, managers, executive and technicians",1600
2012,services,"community, social and personal services",health and social services,"clerical, sales and services workers",700
2012,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",200
2012,services,"community, social and personal services","arts, entertainment and recreation",total,1400
2012,services,"community, social and personal services","arts, entertainment and recreation","professional, managers, executive and technicians",300
2012,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",900
2012,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",100
2012,services,"community, social and personal services","other community, social and personal services",total,1000
2012,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",300
2012,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",400
2012,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",300
2012,others,others,others,total,800
2012,others,others,others,"professional, managers, executive and technicians",600
2012,others,others,others,"clerical, sales and services workers",-
2012,others,others,others,"production and transport operators, cleaners and labourers",200
2013,total,total,total,total,55400
2013,total,total,total,"professional, managers, executive and technicians",23500
2013,total,total,total,"clerical, sales and services workers",15900
2013,total,total,total,"production and transport operators, cleaners and labourers",16000
2013,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,700
2013,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",100
2013,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",200
2013,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",400
2013,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,500
2013,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professional, managers, executive and technicians",100
2013,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",100
2013,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",300
2013,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,500
2013,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",400
2013,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2013,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",200
2013,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,2100
2013,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professional, managers, executive and technicians",800
2013,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",200
2013,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1100
2013,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,1700
2013,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professional, managers, executive and technicians",1000
2013,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",-
2013,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",600
2013,manufacturing,transport equipment,transport equipment,total,1400
2013,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",600
2013,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100
2013,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",800
2013,manufacturing,other manufacturing industries,other manufacturing industries,total,900
2013,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",300
2013,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",100
2013,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",600
2013,construction,construction,construction,total,3800
2013,construction,construction,construction,"professional, managers, executive and technicians",1000
2013,construction,construction,construction,"clerical, sales and services workers",300
2013,construction,construction,construction,"production and transport operators, cleaners and labourers",2500
2013,services,wholesale and retail trade,wholesale trade,total,3500
2013,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",1400
2013,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",1100
2013,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",1000
2013,services,wholesale and retail trade,retail trade,total,3400
2013,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",300
2013,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",2900
2013,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",200
2013,services,transportation and storage,land transport and supporting services,total,900
2013,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100
2013,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",100
2013,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",700
2013,services,transportation and storage,water transport and supporting services,total,800
2013,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",300
2013,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",100
2013,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",500
2013,services,transportation and storage,air transport and supporting services,total,1000
2013,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",200
2013,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",500
2013,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",300
2013,services,transportation and storage,other transport and storage services,total,1100
2013,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",100
2013,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",200
2013,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",700
2013,services,accommodation and food services,accommodation,total,1500
2013,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",300
2013,services,accommodation and food services,accommodation,"clerical, sales and services workers",700
2013,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",500
2013,services,accommodation and food services,food and beverage services,total,4700
2013,services,accommodation and food services,food and beverage services,"professional, managers, executive and technicians",500
2013,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",3300
2013,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",900
2013,services,information and communications,"telecommunications, broadcasting and publishing",total,600
2013,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",400
2013,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",100
2013,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2013,services,information and communications,it and other information services,total,1200
2013,services,information and communications,it and other information services,"professional, managers, executive and technicians",1000
2013,services,information and communications,it and other information services,"clerical, sales and services workers",100
2013,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2013,services,financial and insurance services,financial services,total,2400
2013,services,financial and insurance services,financial services,"professional, managers, executive and technicians",2100
2013,services,financial and insurance services,financial services,"clerical, sales and services workers",200
2013,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2013,services,financial and insurance services,insurance services,total,400
2013,services,financial and insurance services,insurance services,"professional, managers, executive and technicians",300
2013,services,financial and insurance services,insurance services,"clerical, sales and services workers",100
2013,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2013,services,real estate services,real estate services,total,2100
2013,services,real estate services,real estate services,"professional, managers, executive and technicians",400
2013,services,real estate services,real estate services,"clerical, sales and services workers",400
2013,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",1300
2013,services,professional services,"legal, accounting and management services",total,1200
2013,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",700
2013,services,professional services,"legal, accounting and management services","clerical, sales and services workers",300
2013,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",100
2013,services,professional services,architectural and engineering services,total,1000
2013,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",700
2013,services,professional services,architectural and engineering services,"clerical, sales and services workers",100
2013,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",300
2013,services,professional services,other professional services,total,700
2013,services,professional services,other professional services,"professional, managers, executive and technicians",600
2013,services,professional services,other professional services,"clerical, sales and services workers",100
2013,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2013,services,administrative and support services,security and investigation,total,1600
2013,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",100
2013,services,administrative and support services,security and investigation,"clerical, sales and services workers",1400
2013,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",100
2013,services,administrative and support services,cleaning and landscaping,total,1500
2013,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",-
2013,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",100
2013,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1400
2013,services,administrative and support services,other adminstrative and support services,total,1200
2013,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",500
2013,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",400
2013,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",300
2013,services,"community, social and personal services",public administration and education,total,6500
2013,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",5800
2013,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",600
2013,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",100
2013,services,"community, social and personal services",health and social services,total,3000
2013,services,"community, social and personal services",health and social services,"professional, managers, executive and technicians",2000
2013,services,"community, social and personal services",health and social services,"clerical, sales and services workers",900
2013,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",200
2013,services,"community, social and personal services","arts, entertainment and recreation",total,1500
2013,services,"community, social and personal services","arts, entertainment and recreation","professional, managers, executive and technicians",600
2013,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",700
2013,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",200
2013,services,"community, social and personal services","other community, social and personal services",total,1400
2013,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",300
2013,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",500
2013,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",500
2013,others,others,others,total,600
2013,others,others,others,"professional, managers, executive and technicians",400
2013,others,others,others,"clerical, sales and services workers",100
2013,others,others,others,"production and transport operators, cleaners and labourers",200
2014,total,total,total,total,63300
2014,total,total,total,"professional, managers, executive and technicians",28400
2014,total,total,total,"clerical, sales and services workers",18400
2014,total,total,total,"production and transport operators, cleaners and labourers",16500
2014,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,800
2014,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",100
2014,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",400
2014,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",400
2014,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,500
2014,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professional, managers, executive and technicians",100
2014,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",100
2014,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",300
2014,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,500
2014,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",400
2014,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2014,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100
2014,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,2200
2014,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professional, managers, executive and technicians",900
2014,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",200
2014,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",1100
2014,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,2000
2014,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professional, managers, executive and technicians",1300
2014,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",100
2014,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",600
2014,manufacturing,transport equipment,transport equipment,total,1600
2014,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",500
2014,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100
2014,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",1000
2014,manufacturing,other manufacturing industries,other manufacturing industries,total,800
2014,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",300
2014,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",100
2014,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",500
2014,construction,construction,construction,total,3600
2014,construction,construction,construction,"professional, managers, executive and technicians",1200
2014,construction,construction,construction,"clerical, sales and services workers",200
2014,construction,construction,construction,"production and transport operators, cleaners and labourers",2300
2014,services,wholesale and retail trade,wholesale trade,total,4100
2014,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",1900
2014,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",1200
2014,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",1000
2014,services,wholesale and retail trade,retail trade,total,3900
2014,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",300
2014,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",3300
2014,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",300
2014,services,transportation and storage,land transport and supporting services,total,1100
2014,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100
2014,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",100
2014,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",900
2014,services,transportation and storage,water transport and supporting services,total,700
2014,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",200
2014,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",100
2014,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",400
2014,services,transportation and storage,air transport and supporting services,total,900
2014,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",200
2014,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",500
2014,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",200
2014,services,transportation and storage,other transport and storage services,total,1500
2014,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",300
2014,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",300
2014,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",800
2014,services,accommodation and food services,accommodation,total,1800
2014,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",300
2014,services,accommodation and food services,accommodation,"clerical, sales and services workers",900
2014,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",600
2014,services,accommodation and food services,food and beverage services,total,5600
2014,services,accommodation and food services,food and beverage services,"professional, managers, executive and technicians",500
2014,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",3800
2014,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",1300
2014,services,information and communications,"telecommunications, broadcasting and publishing",total,600
2014,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",500
2014,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",100
2014,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2014,services,information and communications,it and other information services,total,1800
2014,services,information and communications,it and other information services,"professional, managers, executive and technicians",1600
2014,services,information and communications,it and other information services,"clerical, sales and services workers",200
2014,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2014,services,financial and insurance services,financial services,total,3400
2014,services,financial and insurance services,financial services,"professional, managers, executive and technicians",3100
2014,services,financial and insurance services,financial services,"clerical, sales and services workers",300
2014,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2014,services,financial and insurance services,insurance services,total,400
2014,services,financial and insurance services,insurance services,"professional, managers, executive and technicians",300
2014,services,financial and insurance services,insurance services,"clerical, sales and services workers",100
2014,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2014,services,real estate services,real estate services,total,2300
2014,services,real estate services,real estate services,"professional, managers, executive and technicians",500
2014,services,real estate services,real estate services,"clerical, sales and services workers",400
2014,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",1300
2014,services,professional services,"legal, accounting and management services",total,1900
2014,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",1400
2014,services,professional services,"legal, accounting and management services","clerical, sales and services workers",400
2014,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",100
2014,services,professional services,architectural and engineering services,total,900
2014,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",800
2014,services,professional services,architectural and engineering services,"clerical, sales and services workers",100
2014,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",100
2014,services,professional services,other professional services,total,700
2014,services,professional services,other professional services,"professional, managers, executive and technicians",600
2014,services,professional services,other professional services,"clerical, sales and services workers",100
2014,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2014,services,administrative and support services,security and investigation,total,2000
2014,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",100
2014,services,administrative and support services,security and investigation,"clerical, sales and services workers",1900
2014,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",100
2014,services,administrative and support services,cleaning and landscaping,total,1800
2014,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",-
2014,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",100
2014,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1700
2014,services,administrative and support services,other adminstrative and support services,total,1600
2014,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",800
2014,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",400
2014,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",400
2014,services,"community, social and personal services",public administration and education,total,6500
2014,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",5900
2014,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",500
2014,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",100
2014,services,"community, social and personal services",health and social services,total,4400
2014,services,"community, social and personal services",health and social services,"professional, managers, executive and technicians",2900
2014,services,"community, social and personal services",health and social services,"clerical, sales and services workers",1300
2014,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",200
2014,services,"community, social and personal services","arts, entertainment and recreation",total,1500
2014,services,"community, social and personal services","arts, entertainment and recreation","professional, managers, executive and technicians",600
2014,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",700
2014,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",200
2014,services,"community, social and personal services","other community, social and personal services",total,1200
2014,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",300
2014,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",500
2014,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",400
2014,others,others,others,total,500
2014,others,others,others,"professional, managers, executive and technicians",300
2014,others,others,others,"clerical, sales and services workers",-
2014,others,others,others,"production and transport operators, cleaners and labourers",200
2015,total,total,total,total,59300
2015,total,total,total,"professional, managers, executive and technicians",28600
2015,total,total,total,"clerical, sales and services workers",16900
2015,total,total,total,"production and transport operators, cleaners and labourers",13900
2015,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,800
2015,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",100
2015,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",300
2015,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",300
2015,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,400
2015,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professional, managers, executive and technicians",100
2015,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",-
2015,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",200
2015,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,500
2015,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",400
